Variant;Precision;Recall;F1;Accuracy;Specificity;Phi
teammates_IR-ONLY_JSD_0.01.csv;0,06;0,32;0,11;0,76;0,78;0,05
teammates_IR-ONLY_JSD_0.02.csv;0,07;0,31;0,11;0,76;0,78;0,05
teammates_IR-ONLY_JSD_0.03.csv;0,07;0,3;0,11;0,77;0,8;0,05
teammates_IR-ONLY_JSD_0.04.csv;0,07;0,29;0,11;0,79;0,81;0,05
teammates_IR-ONLY_JSD_0.05.csv;0,07;0,27;0,11;0,8;0,82;0,05
teammates_IR-ONLY_JSD_0.06.csv;0,07;0,25;0,11;0,81;0,84;0,05
teammates_IR-ONLY_JSD_0.07.csv;0,07;0,23;0,11;0,82;0,85;0,05
teammates_IR-ONLY_JSD_0.08.csv;0,07;0,21;0,11;0,84;0,87;0,05
teammates_IR-ONLY_JSD_0.09.csv;0,07;0,19;0,1;0,85;0,89;0,05
teammates_IR-ONLY_JSD_0.10.csv;0,07;0,17;0,1;0,87;0,9;0,04
teammates_IR-ONLY_JSD_0.11.csv;0,07;0,14;0,1;0,88;0,91;0,04
teammates_IR-ONLY_JSD_0.12.csv;0,07;0,12;0,09;0,89;0,93;0,04
teammates_IR-ONLY_JSD_0.13.csv;0,07;0,1;0,09;0,9;0,94;0,03
teammates_IR-ONLY_JSD_0.14.csv;0,08;0,09;0,09;0,91;0,95;0,04
teammates_IR-ONLY_JSD_0.15.csv;0,08;0,08;0,08;0,91;0,95;0,04
teammates_IR-ONLY_JSD_0.16.csv;0,08;0,08;0,08;0,92;0,96;0,04
teammates_IR-ONLY_JSD_0.17.csv;0,09;0,07;0,08;0,92;0,97;0,04
teammates_IR-ONLY_JSD_0.18.csv;0,09;0,06;0,07;0,93;0,97;0,03
teammates_IR-ONLY_JSD_0.19.csv;0,08;0,05;0,06;0,93;0,97;0,03
teammates_IR-ONLY_JSD_0.20.csv;0,08;0,04;0,05;0,93;0,98;0,02
teammates_IR-ONLY_LSI_0.00.csv;0,05;1;0,09;0,05;0;0,01
teammates_IR-ONLY_LSI_0.01.csv;0,06;0,3;0,11;0,77;0,79;0,04
teammates_IR-ONLY_LSI_0.02.csv;0,07;0,25;0,11;0,82;0,85;0,05
teammates_IR-ONLY_LSI_0.03.csv;0,08;0,2;0,11;0,85;0,88;0,06
teammates_IR-ONLY_LSI_0.04.csv;0,09;0,18;0,11;0,88;0,91;0,06
teammates_IR-ONLY_LSI_0.05.csv;0,09;0,14;0,11;0,89;0,93;0,06
teammates_IR-ONLY_LSI_0.06.csv;0,09;0,11;0,1;0,9;0,94;0,05
teammates_IR-ONLY_LSI_0.07.csv;0,08;0,09;0,09;0,91;0,95;0,04
teammates_IR-ONLY_LSI_0.08.csv;0,09;0,08;0,08;0,92;0,96;0,04
teammates_IR-ONLY_LSI_0.09.csv;0,09;0,07;0,08;0,93;0,97;0,04
teammates_IR-ONLY_LSI_0.10.csv;0,1;0,06;0,07;0,93;0,97;0,04
teammates_IR-ONLY_LSI_0.11.csv;0,1;0,05;0,07;0,93;0,98;0,04
teammates_IR-ONLY_LSI_0.12.csv;0,1;0,04;0,06;0,94;0,98;0,04
teammates_IR-ONLY_LSI_0.13.csv;0,1;0,04;0,05;0,94;0,98;0,03
teammates_IR-ONLY_LSI_0.14.csv;0,1;0,03;0,05;0,94;0,99;0,03
teammates_IR-ONLY_LSI_0.15.csv;0,11;0,03;0,04;0,95;0,99;0,03
teammates_IR-ONLY_LSI_0.16.csv;0,11;0,02;0,04;0,95;0,99;0,03
teammates_IR-ONLY_LSI_0.17.csv;0,12;0,02;0,03;0,95;0,99;0,03
teammates_IR-ONLY_LSI_0.18.csv;0,12;0,02;0,03;0,95;0,99;0,03
teammates_IR-ONLY_LSI_0.19.csv;0,13;0,02;0,03;0,95;0,99;0,03
teammates_IR-ONLY_LSI_0.20.csv;0,13;0,01;0,03;0,95;1;0,03
teammates_IR-ONLY_TAROT_JSD_0.00.csv;0,05;1;0,09;0,05;0;0,01
teammates_IR-ONLY_TAROT_JSD_0.01.csv;0,06;0,32;0,11;0,76;0,78;0,05
teammates_IR-ONLY_TAROT_JSD_0.02.csv;0,07;0,31;0,11;0,77;0,79;0,05
teammates_IR-ONLY_TAROT_JSD_0.03.csv;0,07;0,29;0,11;0,78;0,81;0,05
teammates_IR-ONLY_TAROT_JSD_0.04.csv;0,07;0,28;0,11;0,8;0,82;0,05
teammates_IR-ONLY_TAROT_JSD_0.05.csv;0,07;0,25;0,11;0,81;0,84;0,05
teammates_IR-ONLY_TAROT_JSD_0.06.csv;0,07;0,22;0,11;0,83;0,86;0,05
teammates_IR-ONLY_TAROT_JSD_0.07.csv;0,08;0,2;0,11;0,85;0,88;0,05
teammates_IR-ONLY_TAROT_JSD_0.08.csv;0,08;0,17;0,11;0,87;0,9;0,05
teammates_IR-ONLY_TAROT_JSD_0.09.csv;0,08;0,15;0,1;0,88;0,92;0,05
teammates_IR-ONLY_TAROT_JSD_0.10.csv;0,08;0,12;0,1;0,9;0,93;0,05
teammates_IR-ONLY_TAROT_JSD_0.11.csv;0,09;0,11;0,1;0,9;0,94;0,05
teammates_IR-ONLY_TAROT_JSD_0.12.csv;0,09;0,1;0,1;0,91;0,95;0,05
teammates_IR-ONLY_TAROT_JSD_0.13.csv;0,1;0,09;0,1;0,92;0,96;0,05
teammates_IR-ONLY_TAROT_JSD_0.14.csv;0,1;0,09;0,09;0,92;0,96;0,05
teammates_IR-ONLY_TAROT_JSD_0.15.csv;0,1;0,08;0,09;0,93;0,97;0,05
teammates_IR-ONLY_TAROT_JSD_0.16.csv;0,11;0,08;0,09;0,93;0,97;0,06
teammates_IR-ONLY_TAROT_JSD_0.17.csv;0,12;0,07;0,09;0,93;0,97;0,06
teammates_IR-ONLY_TAROT_JSD_0.18.csv;0,12;0,07;0,09;0,94;0,98;0,06
teammates_IR-ONLY_TAROT_JSD_0.19.csv;0,14;0,06;0,09;0,94;0,98;0,06
teammates_IR-ONLY_TAROT_JSD_0.20.csv;0,15;0,06;0,09;0,94;0,98;0,07
teammates_IR-ONLY_TAROT_LSI_0.00.csv;0,05;1;0,09;0,05;0;0,01
teammates_IR-ONLY_TAROT_LSI_0.01.csv;0,07;0,3;0,11;0,77;0,79;0,05
teammates_IR-ONLY_TAROT_LSI_0.02.csv;0,08;0,23;0,12;0,84;0,87;0,06
teammates_IR-ONLY_TAROT_LSI_0.03.csv;0,09;0,19;0,12;0,87;0,91;0,07
teammates_IR-ONLY_TAROT_LSI_0.04.csv;0,1;0,15;0,12;0,9;0,93;0,07
teammates_IR-ONLY_TAROT_LSI_0.05.csv;0,11;0,13;0,12;0,91;0,95;0,08
teammates_IR-ONLY_TAROT_LSI_0.06.csv;0,12;0,12;0,12;0,92;0,96;0,08
teammates_IR-ONLY_TAROT_LSI_0.07.csv;0,14;0,11;0,12;0,93;0,97;0,08
teammates_IR-ONLY_TAROT_LSI_0.08.csv;0,15;0,1;0,12;0,93;0,97;0,09
teammates_IR-ONLY_TAROT_LSI_0.09.csv;0,15;0,09;0,11;0,94;0,98;0,09
teammates_IR-ONLY_TAROT_LSI_0.10.csv;0,16;0,08;0,11;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_LSI_0.11.csv;0,16;0,08;0,1;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_LSI_0.12.csv;0,17;0,07;0,1;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_LSI_0.13.csv;0,17;0,06;0,09;0,94;0,99;0,08
teammates_IR-ONLY_TAROT_LSI_0.14.csv;0,17;0,06;0,09;0,94;0,99;0,08
teammates_IR-ONLY_TAROT_LSI_0.15.csv;0,17;0,05;0,08;0,95;0,99;0,07
teammates_IR-ONLY_TAROT_LSI_0.16.csv;0,19;0,05;0,07;0,95;0,99;0,07
teammates_IR-ONLY_TAROT_LSI_0.17.csv;0,18;0,04;0,07;0,95;0,99;0,07
teammates_IR-ONLY_TAROT_LSI_0.18.csv;0,18;0,04;0,06;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_LSI_0.19.csv;0,18;0,03;0,06;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_LSI_0.20.csv;0,19;0,03;0,05;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_VSM_0.00.csv;0,05;1;0,09;0,05;0;0,01
teammates_IR-ONLY_TAROT_VSM_0.01.csv;0,07;0,26;0,11;0,81;0,84;0,06
teammates_IR-ONLY_TAROT_VSM_0.02.csv;0,09;0,2;0,12;0,86;0,89;0,07
teammates_IR-ONLY_TAROT_VSM_0.03.csv;0,1;0,17;0,12;0,89;0,93;0,07
teammates_IR-ONLY_TAROT_VSM_0.04.csv;0,11;0,14;0,12;0,91;0,95;0,07
teammates_IR-ONLY_TAROT_VSM_0.05.csv;0,12;0,12;0,12;0,92;0,96;0,08
teammates_IR-ONLY_TAROT_VSM_0.06.csv;0,13;0,11;0,12;0,93;0,97;0,08
teammates_IR-ONLY_TAROT_VSM_0.07.csv;0,14;0,1;0,12;0,93;0,97;0,08
teammates_IR-ONLY_TAROT_VSM_0.08.csv;0,15;0,09;0,11;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_VSM_0.09.csv;0,16;0,08;0,11;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_VSM_0.10.csv;0,16;0,07;0,1;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_VSM_0.11.csv;0,17;0,07;0,1;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_VSM_0.12.csv;0,17;0,06;0,09;0,94;0,98;0,08
teammates_IR-ONLY_TAROT_VSM_0.13.csv;0,17;0,06;0,09;0,94;0,99;0,07
teammates_IR-ONLY_TAROT_VSM_0.14.csv;0,17;0,05;0,08;0,94;0,99;0,07
teammates_IR-ONLY_TAROT_VSM_0.15.csv;0,17;0,04;0,07;0,95;0,99;0,07
teammates_IR-ONLY_TAROT_VSM_0.16.csv;0,17;0,04;0,06;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_VSM_0.17.csv;0,18;0,04;0,06;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_VSM_0.18.csv;0,18;0,03;0,05;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_VSM_0.19.csv;0,19;0,03;0,05;0,95;0,99;0,06
teammates_IR-ONLY_TAROT_VSM_0.20.csv;0,19;0,03;0,05;0,95;0,99;0,06
teammates_IR-ONLY_VSM_0.00.csv;0,05;1;0,09;0,05;0;0,01
teammates_IR-ONLY_VSM_0.01.csv;0,07;0,27;0,11;0,79;0,82;0,05
teammates_IR-ONLY_VSM_0.02.csv;0,08;0,23;0,11;0,84;0,86;0,06
teammates_IR-ONLY_VSM_0.03.csv;0,08;0,19;0,12;0,86;0,9;0,06
teammates_IR-ONLY_VSM_0.04.csv;0,09;0,16;0,11;0,88;0,92;0,06
teammates_IR-ONLY_VSM_0.05.csv;0,09;0,13;0,1;0,9;0,94;0,05
teammates_IR-ONLY_VSM_0.06.csv;0,09;0,1;0,09;0,91;0,95;0,04
teammates_IR-ONLY_VSM_0.07.csv;0,09;0,08;0,08;0,92;0,96;0,04
teammates_IR-ONLY_VSM_0.08.csv;0,09;0,07;0,08;0,93;0,97;0,04
teammates_IR-ONLY_VSM_0.09.csv;0,1;0,06;0,08;0,93;0,97;0,04
teammates_IR-ONLY_VSM_0.10.csv;0,1;0,05;0,07;0,93;0,98;0,04
teammates_IR-ONLY_VSM_0.11.csv;0,1;0,05;0,06;0,94;0,98;0,04
teammates_IR-ONLY_VSM_0.12.csv;0,1;0,04;0,05;0,94;0,98;0,03
teammates_IR-ONLY_VSM_0.13.csv;0,1;0,03;0,05;0,94;0,99;0,03
teammates_IR-ONLY_VSM_0.14.csv;0,1;0,03;0,04;0,94;0,99;0,03
teammates_IR-ONLY_VSM_0.15.csv;0,11;0,02;0,04;0,95;0,99;0,03
teammates_IR-ONLY_VSM_0.16.csv;0,11;0,02;0,04;0,95;0,99;0,03
teammates_IR-ONLY_VSM_0.17.csv;0,12;0,02;0,03;0,95;0,99;0,03
teammates_IR-ONLY_VSM_0.18.csv;0,12;0,02;0,03;0,95;0,99;0,03
teammates_IR-ONLY_VSM_0.19.csv;0,12;0,01;0,03;0,95;1;0,03
teammates_IR-ONLY_VSM_0.20.csv;0,14;0,01;0,02;0,95;1;0,03
TeaStore_IR-ONLY_JSD_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_JSD_0.01.csv;0,19;0,44;0,27;0,81;0,84;0,2
TeaStore_IR-ONLY_JSD_0.02.csv;0,19;0,44;0,27;0,81;0,84;0,2
TeaStore_IR-ONLY_JSD_0.03.csv;0,19;0,43;0,27;0,81;0,84;0,2
TeaStore_IR-ONLY_JSD_0.04.csv;0,2;0,42;0,27;0,82;0,85;0,2
TeaStore_IR-ONLY_JSD_0.05.csv;0,2;0,41;0,27;0,82;0,86;0,2
TeaStore_IR-ONLY_JSD_0.06.csv;0,21;0,4;0,28;0,83;0,87;0,2
TeaStore_IR-ONLY_JSD_0.07.csv;0,22;0,37;0,27;0,84;0,88;0,2
TeaStore_IR-ONLY_JSD_0.08.csv;0,22;0,35;0,27;0,85;0,89;0,2
TeaStore_IR-ONLY_JSD_0.09.csv;0,22;0,31;0,25;0,86;0,9;0,18
TeaStore_IR-ONLY_JSD_0.10.csv;0,22;0,28;0,25;0,86;0,91;0,17
TeaStore_IR-ONLY_JSD_0.11.csv;0,21;0,24;0,23;0,87;0,92;0,15
TeaStore_IR-ONLY_JSD_0.12.csv;0,22;0,21;0,22;0,88;0,93;0,15
TeaStore_IR-ONLY_JSD_0.13.csv;0,22;0,19;0,21;0,88;0,94;0,14
TeaStore_IR-ONLY_JSD_0.14.csv;0,22;0,16;0,19;0,89;0,95;0,13
TeaStore_IR-ONLY_JSD_0.15.csv;0,22;0,13;0,16;0,89;0,96;0,11
TeaStore_IR-ONLY_JSD_0.16.csv;0,23;0,12;0,16;0,9;0,96;0,12
TeaStore_IR-ONLY_JSD_0.17.csv;0,26;0,11;0,16;0,9;0,97;0,13
TeaStore_IR-ONLY_JSD_0.18.csv;0,29;0,11;0,15;0,91;0,98;0,13
TeaStore_IR-ONLY_JSD_0.19.csv;0,28;0,09;0,14;0,91;0,98;0,12
TeaStore_IR-ONLY_JSD_0.20.csv;0,31;0,09;0,14;0,91;0,98;0,13
TeaStore_IR-ONLY_LSI_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_LSI_0.01.csv;0,13;0,59;0,21;0,65;0,66;0,14
TeaStore_IR-ONLY_LSI_0.02.csv;0,17;0,47;0,25;0,78;0,81;0,18
TeaStore_IR-ONLY_LSI_0.03.csv;0,19;0,4;0,25;0,81;0,85;0,18
TeaStore_IR-ONLY_LSI_0.04.csv;0,19;0,34;0,24;0,83;0,87;0,17
TeaStore_IR-ONLY_LSI_0.05.csv;0,2;0,32;0,25;0,84;0,89;0,17
TeaStore_IR-ONLY_LSI_0.06.csv;0,2;0,28;0,24;0,85;0,91;0,16
TeaStore_IR-ONLY_LSI_0.07.csv;0,2;0,24;0,22;0,86;0,92;0,14
TeaStore_IR-ONLY_LSI_0.08.csv;0,2;0,21;0,21;0,87;0,93;0,14
TeaStore_IR-ONLY_LSI_0.09.csv;0,21;0,19;0,2;0,88;0,94;0,13
TeaStore_IR-ONLY_LSI_0.10.csv;0,22;0,17;0,19;0,89;0,95;0,13
TeaStore_IR-ONLY_LSI_0.11.csv;0,25;0,16;0,19;0,89;0,96;0,14
TeaStore_IR-ONLY_LSI_0.12.csv;0,26;0,14;0,18;0,9;0,97;0,14
TeaStore_IR-ONLY_LSI_0.13.csv;0,27;0,12;0,17;0,9;0,97;0,14
TeaStore_IR-ONLY_LSI_0.14.csv;0,31;0,12;0,17;0,91;0,98;0,15
TeaStore_IR-ONLY_LSI_0.15.csv;0,31;0,1;0,15;0,91;0,98;0,14
TeaStore_IR-ONLY_LSI_0.16.csv;0,31;0,08;0,13;0,91;0,98;0,13
TeaStore_IR-ONLY_LSI_0.17.csv;0,34;0,08;0,13;0,91;0,99;0,13
TeaStore_IR-ONLY_LSI_0.18.csv;0,33;0,07;0,11;0,91;0,99;0,12
TeaStore_IR-ONLY_LSI_0.19.csv;0,35;0,06;0,11;0,92;0,99;0,12
TeaStore_IR-ONLY_LSI_0.20.csv;0,36;0,06;0,1;0,92;0,99;0,12
TeaStore_IR-ONLY_TAROT_JSD_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_TAROT_JSD_0.01.csv;0,19;0,44;0,27;0,81;0,84;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.02.csv;0,19;0,43;0,27;0,81;0,84;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.03.csv;0,2;0,43;0,27;0,81;0,85;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.04.csv;0,2;0,42;0,27;0,82;0,86;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.05.csv;0,21;0,4;0,27;0,83;0,87;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.06.csv;0,22;0,37;0,27;0,84;0,88;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.07.csv;0,22;0,34;0,27;0,85;0,9;0,2
TeaStore_IR-ONLY_TAROT_JSD_0.08.csv;0,23;0,31;0,26;0,86;0,91;0,19
TeaStore_IR-ONLY_TAROT_JSD_0.09.csv;0,23;0,27;0,25;0,87;0,92;0,18
TeaStore_IR-ONLY_TAROT_JSD_0.10.csv;0,23;0,23;0,23;0,87;0,93;0,16
TeaStore_IR-ONLY_TAROT_JSD_0.11.csv;0,23;0,21;0,22;0,88;0,94;0,16
TeaStore_IR-ONLY_TAROT_JSD_0.12.csv;0,23;0,18;0,2;0,89;0,95;0,14
TeaStore_IR-ONLY_TAROT_JSD_0.13.csv;0,24;0,15;0,19;0,89;0,96;0,14
TeaStore_IR-ONLY_TAROT_JSD_0.14.csv;0,24;0,13;0,17;0,9;0,96;0,13
TeaStore_IR-ONLY_TAROT_JSD_0.15.csv;0,27;0,12;0,17;0,9;0,97;0,14
TeaStore_IR-ONLY_TAROT_JSD_0.16.csv;0,29;0,11;0,16;0,91;0,98;0,14
TeaStore_IR-ONLY_TAROT_JSD_0.17.csv;0,28;0,1;0,14;0,91;0,98;0,13
TeaStore_IR-ONLY_TAROT_JSD_0.18.csv;0,29;0,09;0,13;0,91;0,98;0,12
TeaStore_IR-ONLY_TAROT_JSD_0.19.csv;0,31;0,07;0,12;0,91;0,99;0,12
TeaStore_IR-ONLY_TAROT_JSD_0.20.csv;0,32;0,07;0,11;0,91;0,99;0,11
TeaStore_IR-ONLY_TAROT_LSI_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_TAROT_LSI_0.01.csv;0,13;0,56;0,21;0,65;0,66;0,13
TeaStore_IR-ONLY_TAROT_LSI_0.02.csv;0,17;0,46;0,25;0,78;0,81;0,18
TeaStore_IR-ONLY_TAROT_LSI_0.03.csv;0,19;0,39;0,25;0,82;0,85;0,17
TeaStore_IR-ONLY_TAROT_LSI_0.04.csv;0,19;0,34;0,25;0,83;0,88;0,17
TeaStore_IR-ONLY_TAROT_LSI_0.05.csv;0,21;0,31;0,25;0,85;0,9;0,18
TeaStore_IR-ONLY_TAROT_LSI_0.06.csv;0,21;0,27;0,24;0,86;0,91;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.07.csv;0,22;0,23;0,22;0,87;0,93;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.08.csv;0,22;0,19;0,21;0,88;0,94;0,14
TeaStore_IR-ONLY_TAROT_LSI_0.09.csv;0,24;0,18;0,21;0,89;0,95;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.10.csv;0,26;0,15;0,19;0,9;0,96;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.11.csv;0,29;0,14;0,19;0,9;0,97;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.12.csv;0,31;0,13;0,18;0,91;0,98;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.13.csv;0,34;0,11;0,17;0,91;0,98;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.14.csv;0,36;0,11;0,16;0,91;0,98;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.15.csv;0,38;0,1;0,16;0,91;0,99;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.16.csv;0,4;0,09;0,15;0,92;0,99;0,16
TeaStore_IR-ONLY_TAROT_LSI_0.17.csv;0,41;0,08;0,13;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.18.csv;0,42;0,07;0,13;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.19.csv;0,44;0,07;0,13;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_LSI_0.20.csv;0,45;0,07;0,12;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_VSM_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_TAROT_VSM_0.01.csv;0,2;0,43;0,27;0,82;0,85;0,2
TeaStore_IR-ONLY_TAROT_VSM_0.02.csv;0,21;0,38;0,27;0,83;0,87;0,19
TeaStore_IR-ONLY_TAROT_VSM_0.03.csv;0,21;0,32;0,25;0,85;0,9;0,18
TeaStore_IR-ONLY_TAROT_VSM_0.04.csv;0,22;0,26;0,24;0,86;0,92;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.05.csv;0,22;0,22;0,22;0,88;0,93;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.06.csv;0,24;0,19;0,21;0,89;0,95;0,15
TeaStore_IR-ONLY_TAROT_VSM_0.07.csv;0,26;0,17;0,2;0,89;0,96;0,15
TeaStore_IR-ONLY_TAROT_VSM_0.08.csv;0,29;0,15;0,2;0,9;0,97;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.09.csv;0,33;0,13;0,19;0,91;0,98;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.10.csv;0,35;0,11;0,17;0,91;0,98;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.11.csv;0,39;0,1;0,16;0,92;0,99;0,16
TeaStore_IR-ONLY_TAROT_VSM_0.12.csv;0,43;0,09;0,15;0,92;0,99;0,17
TeaStore_IR-ONLY_TAROT_VSM_0.13.csv;0,45;0,08;0,14;0,92;0,99;0,17
TeaStore_IR-ONLY_TAROT_VSM_0.14.csv;0,43;0,07;0,12;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_VSM_0.15.csv;0,44;0,07;0,12;0,92;0,99;0,15
TeaStore_IR-ONLY_TAROT_VSM_0.16.csv;0,43;0,06;0,11;0,92;0,99;0,14
TeaStore_IR-ONLY_TAROT_VSM_0.17.csv;0,43;0,06;0,1;0,92;0,99;0,13
TeaStore_IR-ONLY_TAROT_VSM_0.18.csv;0,43;0,05;0,1;0,92;0,99;0,13
TeaStore_IR-ONLY_TAROT_VSM_0.19.csv;0,42;0,05;0,09;0,92;0,99;0,12
TeaStore_IR-ONLY_TAROT_VSM_0.20.csv;0,42;0,05;0,08;0,92;0,99;0,12
TeaStore_IR-ONLY_VSM_0.00.csv;0,08;0,99;0,15;0,1;0,03;0,03
TeaStore_IR-ONLY_VSM_0.01.csv;0,2;0,43;0,27;0,81;0,85;0,2
TeaStore_IR-ONLY_VSM_0.02.csv;0,21;0,39;0,27;0,83;0,87;0,2
TeaStore_IR-ONLY_VSM_0.03.csv;0,2;0,34;0,26;0,84;0,89;0,18
TeaStore_IR-ONLY_VSM_0.04.csv;0,2;0,29;0,24;0,85;0,9;0,16
TeaStore_IR-ONLY_VSM_0.05.csv;0,2;0,24;0,22;0,86;0,92;0,15
TeaStore_IR-ONLY_VSM_0.06.csv;0,2;0,21;0,2;0,87;0,93;0,13
TeaStore_IR-ONLY_VSM_0.07.csv;0,21;0,18;0,2;0,88;0,94;0,13
TeaStore_IR-ONLY_VSM_0.08.csv;0,23;0,16;0,19;0,89;0,95;0,14
TeaStore_IR-ONLY_VSM_0.09.csv;0,26;0,15;0,19;0,9;0,96;0,15
TeaStore_IR-ONLY_VSM_0.10.csv;0,28;0,13;0,18;0,9;0,97;0,15
TeaStore_IR-ONLY_VSM_0.11.csv;0,29;0,11;0,16;0,91;0,98;0,14
TeaStore_IR-ONLY_VSM_0.12.csv;0,33;0,1;0,16;0,91;0,98;0,15
TeaStore_IR-ONLY_VSM_0.13.csv;0,36;0,09;0,15;0,91;0,99;0,15
TeaStore_IR-ONLY_VSM_0.14.csv;0,37;0,07;0,12;0,92;0,99;0,14
TeaStore_IR-ONLY_VSM_0.15.csv;0,39;0,07;0,11;0,92;0,99;0,13
TeaStore_IR-ONLY_VSM_0.16.csv;0,42;0,06;0,1;0,92;0,99;0,13
TeaStore_IR-ONLY_VSM_0.17.csv;0,43;0,05;0,09;0,92;0,99;0,12
TeaStore_IR-ONLY_VSM_0.18.csv;0,43;0,04;0,08;0,92;1;0,11
TeaStore_IR-ONLY_VSM_0.19.csv;0,46;0,04;0,07;0,92;1;0,11
TeaStore_IR-ONLY_VSM_0.20.csv;0,45;0,03;0,06;0,92;1;0,1
